"","knr","aar","knavn","pm2","Menn_ya_p","kvinner_ya_p","totalt_ya_p","inc_k1","inc_k5","uni_k_mf","uni_k_m","uni_k_f","uni_l_mf","uni_l_m","uni_l_f","Trade_p"
"173","0213","2010","Ski (1931-2019)",21993,58.3506633201864,58.1687739735758,29.2224244370695,13.5,29.2,23.3,20.1,26.4,7.9,10,5.9,90410
"174","0213","2011","Ski (1931-2019)",23487,58.388838252822,57.8399888299358,28.9817049707909,13.7,28.5,24,20.6,27.3,8.1,10.2,6.1,91214
"175","0213","2012","Ski (1931-2019)",24905,58.4247946434735,57.1911896706483,28.591646530894,13.9,28.3,24.6,21,28,8.3,10.2,6.4,95528
"176","0213","2013","Ski (1931-2019)",26150,58.1989614648811,56.7786790266512,28.4232435936807,14.1,27.1,24.8,21.4,28.2,8.6,10.2,6.9,95665
"177","0213","2014","Ski (1931-2019)",26516,58.0828980394817,56.8745355043578,28.4950240335793,14.4,27.3,25.2,21.6,28.7,9.1,10.5,7.6,94438
"178","0213","2015","Ski (1931-2019)",29125,57.8639208560468,56.5969428801287,28.352644836272,14.7,27.2,25.6,21.8,29.3,9.7,11.3,8.2,91023
"179","0213","2016","Ski (1931-2019)",33938,58.1418383518225,56.8168287358603,28.383067314365,14.5,27,25.9,22.1,29.7,9.9,11.2,8.6,90083
"180","0213","2017","Ski (1931-2019)",35174,58.0228482409451,56.8924928066963,28.3406085086976,14.5,27.6,26.2,22.3,30.1,10.3,11.4,9.2,92617
"181","0214","2008","Ås (-2019)",19947,58.9202485758674,58.25,28.8893239363091,18.6,26,22,17.6,26.4,14.4,18.7,10.1,101399
"182","0214","2009","Ås (-2019)",20121,59.6412556053812,58.2641991065731,28.7776587026414,18.8,25.2,22.2,17.8,26.5,14.4,18.2,10.7,98252
"183","0214","2010","Ås (-2019)",22208,59.8483936951029,58.3405572755418,28.7501525692664,19.3,25.4,22.3,18,26.6,14.8,18.3,11.3,97003
"184","0214","2011","Ås (-2019)",22883,60.3053435114504,58.5300559746897,28.7455925416841,20.8,24.9,22.9,18.6,27.2,15.3,18.6,12,93647
"185","0214","2012","Ås (-2019)",23543,60.2254611705762,59.0331686661962,29.0384170330942,20.1,24.8,23.8,19.2,28.3,15.6,18.7,12.6,84767
"186","0214","2013","Ås (-2019)",25214,60.0670765790945,59.2253276121999,29.0698998178506,17.4,24.9,24.4,20,28.9,15.7,18.4,12.9,87508
"187","0214","2014","Ås (-2019)",25603,60.9718893005012,59.0717779547264,28.8997718292615,17.6,24.4,24.8,20.5,29.3,16.4,19.1,13.6,94131
"188","0214","2015","Ås (-2019)",28068,60.8459985120629,59.4237959093908,29.2060746905907,18.3,24.3,24.9,20.4,29.4,16.9,19.1,14.6,108668
"189","0214","2016","Ås (-2019)",31644,60.833938388134,59.897337183189,29.4913647851727,18.1,24.7,25.3,20.9,29.8,17,18.9,15,110150
"190","0214","2017","Ås (-2019)",35509,61.3161131611316,60.2182123373898,29.7594359187059,18.8,24.8,26.9,22.5,31.4,17,18.9,15.1,105790
"191","0215","2008","Frogn (-2019)",24661,58.9295935890097,58.3987873777043,29.7507897507898,14.6,30.4,23.9,21.3,26.3,7.5,9.8,5.3,65884
"192","0215","2009","Frogn (-2019)",27207,58.6513994910941,57.8997418828964,29.5254589539314,14.7,29.5,24,20.9,26.8,7.7,9.8,5.7,60619
"193","0215","2010","Frogn (-2019)",27788,58.5018831078254,57.6546357171609,29.3872247298591,14.3,29.7,24.4,21.2,27.4,8,10,6.2,61052
"194","0215","2011","Frogn (-2019)",26667,58.1315354980738,57.3548900079512,29.2156068583772,14.5,29.8,24.8,21.4,27.9,8.1,9.8,6.5,62712
"195","0215","2012","Frogn (-2019)",28497,57.5659666128164,57.3776857364742,29.2530025075888,14.6,28.9,25,21.8,28.1,8.3,9.8,7,63425
"196","0215","2013","Frogn (-2019)",30676,57.3577933218952,57.3618854536239,29.2649815760553,14.5,28.6,25.2,21.9,28.2,8.6,10,7.4,61074
"197","0215","2014","Frogn (-2019)",31770,57.2469424928441,57.2698810269255,29.1812902814115,15,28.2,25.5,22.1,28.7,9.1,10.5,7.9,61824
"198","0215","2015","Frogn (-2019)",32973,57.3376623376623,57.4032176973353,29.1709248850281,15.7,27.8,25.7,22.1,29.2,9.5,10.7,8.3,64719
"199","0215","2016","Frogn (-2019)",36622,57.274258323617,57.1715145436309,29.0538388021663,16.5,27.7,26.3,22.5,29.9,9.7,10.9,8.6,66250
"200","0215","2017","Frogn (-2019)",42433,57.3787409700722,57.3520210236516,29.111351076669,16.2,28,26.8,22.9,30.4,10.2,11.3,9.1,69940
"201","0216","2008","Nesodden (-2019)",26331,58.5881784117007,59.34845840605,30.2406924353806,15.3,28,26.7,22.7,30.5,11.3,12.8,9.9,37456
"202","0216","2009","Nesodden (-2019)",26135,58.9994044073853,59.6290359514541,30.4045770331018,15.6,27.3,27,22.6,31.1,11.8,13.3,10.3,37504
"203","0216","2010","Nesodden (-2019)",26924,58.9713341984193,59.48596550558,30.4184920451925,15.9,27.8,27.2,22.9,31.3,12.1,13.5,10.8,37545
"204","0216","2011","Nesodden (-2019)",28103,59.0653548840478,59.496491032639,30.493862403654,15.6,28,27.8,23.5,31.8,12.6,13.9,11.5,39610
"205","0216","2012","Nesodden (-2019)",28913,58.4771106510237,58.8809654415798,30.1364478634398,15.5,27.7,28.1,23.7,32.3,13,14.1,12,45080
"206","0216","2013","Nesodden (-2019)",31427,58.4632896983495,59.0035818951482,30.2033559284365,16.5,27.2,28.1,23.7,32.1,13.6,14.5,12.8,46068
"207","0216","2014","Nesodden (-2019)",32422,58.1208053691275,59.0573901891632,30.2016724053123,16.3,27.3,28.5,24.2,32.5,14.3,14.8,13.8,46472
"208","0216","2015","Nesodden (-2019)",35635,57.8152753108348,58.8637334472448,30.0021772262138,15.9,27.7,29,24.7,33,14.9,15.2,14.6,47577
"209","0216","2016","Nesodden (-2019)",37361,57.9062636881297,58.7082499209778,29.9199914084734,16,27.2,29.4,24.9,33.6,15.5,15.7,15.2,47592
"210","0216","2017","Nesodden (-2019)",41036,58.044300378174,58.5812356979405,29.8478986697758,16.3,26.9,29.4,24.6,34,16,16,15.9,49439
"211","0217","2008","Oppegård (1915-2019)",25353,58.2689724647414,57.7589714378713,29.329366555101,12.4,35.1,26.7,24.3,28.9,10.1,13,7.2,82709
"212","0217","2009","Oppegård (1915-2019)",24532,58.4922797456857,57.6433885289177,29.2784007801073,12.2,35,26.8,24.3,29.2,10.4,13.3,7.7,88206
"213","0217","2010","Oppegård (1915-2019)",28366,58.1963862317063,57.4579084657339,29.2138895587171,12,35,27.4,24.7,29.9,10.8,13.6,8.2,91307
"214","0217","2011","Oppegård (1915-2019)",29957,58.0964755562774,56.9054710769713,28.9566049776643,12.3,35.1,27.6,24.9,30.2,11.1,13.6,8.7,91377
"215","0217","2012","Oppegård (1915-2019)",30743,57.9089751750477,56.8174799258802,28.8362068965517,12.8,34.6,28,25.1,30.8,11.6,13.9,9.3,90415
"216","0217","2013","Oppegård (1915-2019)",31433,57.649632755118,56.429927838967,28.6137965566383,13.1,34.4,28.5,25.5,31.4,11.9,14.1,9.8,83485
"217","0217","2014","Oppegård (1915-2019)",32644,57.725587144623,55.9236721508527,28.3526947248143,13.5,34.3,28.7,25.6,31.6,12.4,14.3,10.5,91913
"218","0217","2015","Oppegård (1915-2019)",36094,57.4980930587338,55.9762435040831,28.3671933784801,13.4,34.2,29.1,26,32.1,13,14.6,11.4,76453
"219","0217","2016","Oppegård (1915-2019)",39234,57.6543302932087,55.7264325323475,28.1315318005375,13.2,34.4,29.5,26.6,32.4,13.5,15.2,11.9,74182
"220","0217","2017","Oppegård (1915-2019)",41831,56.9811037792441,55.7573981834163,28.2051282051282,13.3,34.3,29.8,26.8,32.7,13.9,15.5,12.3,72577
"221","0219","2008","Bærum (-2019)",30517,58.2011682198824,56.4596419455859,28.8411747299896,14.6,35.8,30,26.4,33.4,16.2,21.1,11.6,68206
"222","0219","2009","Bærum (-2019)",30660,58.3020341378156,56.6472334489789,28.8751139471285,14.6,35.3,30.2,26.6,33.5,16.5,21.2,12.2,68055
"223","0219","2010","Bærum (-2019)",33552,58.0136308673189,56.6138687291413,28.8284642982385,14.7,35.6,30.4,26.6,33.8,16.8,21.2,12.7,67925
"224","0219","2011","Bærum (-2019)",35478,58.0997418912333,56.7316070121632,28.8645169298424,15.3,35.5,30.6,26.7,34.3,17.2,21.5,13.3,67759
"225","0219","2012","Bærum (-2019)",37208,58.1937311846998,56.5452696530447,28.6551546436776,15.1,35.3,31.1,27,35,17.8,21.8,14,68099
"226","0219","2013","Bærum (-2019)",38583,58.2345488310742,56.5458855401287,28.6226077118884,15.3,35.3,31.3,27.2,35.2,18.3,22.2,14.7,68292
"227","0219","2014","Bærum (-2019)",39927,58.3149468931192,56.7256033665441,28.7583903936317,15.5,35.5,31.1,26.9,35.1,19.1,22.4,15.8,72006
"228","0219","2015","Bærum (-2019)",41599,58.4681208053691,56.8633870835721,28.7815387164933,15.5,35.7,31.2,27.1,35.2,19.9,23.1,16.9,75324
"229","0219","2016","Bærum (-2019)",46982,58.3492965189246,56.9296996374935,28.7524111550659,15.4,35.7,31.5,27.3,35.5,20.4,23.5,17.6,76823
"230","0219","2017","Bærum (-2019)",51567,58.2696662159741,57.0032417240223,28.7852396619573,15.2,35.4,31.6,27.4,35.7,20.9,23.9,18.1,79044
"231","0220","2008","Asker (-2019)",26257,58.3010249126713,56.9126567675189,28.8972450020785,13.7,37,29.6,26.3,32.8,14.3,18.8,9.9,85951
"232","0220","2009","Asker (-2019)",26403,58.2207292217106,56.8410241361602,28.8265495944639,13.8,36.3,29.7,26.3,33,14.6,19,10.3,86421
"233","0220","2010","Asker (-2019)",28973,57.9451038575668,56.8340382460326,28.7827471944053,14.3,36.4,30,26.4,33.4,14.9,19.2,10.8,91980
"234","0220","2011","Asker (-2019)",30495,57.988144028103,56.8214336814995,28.7334490991969,14.3,35.9,30,26.5,33.4,15.4,19.5,11.4,94933
"235","0220","2012","Asker (-2019)",31818,57.9339227547697,56.8502279901789,28.7136606019806,14.3,35.7,30.6,26.9,34.1,15.7,19.7,11.9,98760
"236","0220","2013","Asker (-2019)",33547,58.1188779271846,56.7375151200968,28.592079138946,14.6,35.5,30.8,27,34.6,16.2,19.9,12.6,99827
"237","0220","2014","Asker (-2019)",33768,58.0398533176503,56.7647458548519,28.6382803661421,14.8,35.5,30.5,26.6,34.3,16.9,20.2,13.7,100454
"238","0220","2015","Asker (-2019)",36397,58.09027542803,56.8411233634274,28.6414530560172,15,35.3,30.7,26.7,34.7,17.5,20.6,14.5,107755
"239","0220","2016","Asker (-2019)",40638,58.0658146321828,56.9466908730814,28.7026253618607,14.8,35.6,30.8,26.8,34.7,18,20.9,15.2,113016
"240","0220","2017","Asker (-2019)",44246,57.9866393279979,57.0343450217726,28.6602721245126,14.4,35.5,31.1,27,35.2,18.5,21.3,15.7,116429
"241","0221","2008","Aurskog-Høland (1966-2019)",13370,59.9914905687137,57.5892857142857,28.5744908896034,18.5,15.8,12.5,9.5,15.4,2,2.7,1.3,46827
"242","0221","2009","Aurskog-Høland (1966-2019)",13068,60.076099210823,57.3916737468139,28.6269247068795,19.1,15.5,12.7,9.7,15.7,2.1,2.7,1.5,46448
"243","0221","2010","Aurskog-Høland (1966-2019)",13473,60.0943527126405,57.668971356004,28.5924163984889,19.4,15.5,13.3,10,16.5,2.1,2.7,1.6,48898
"244","0221","2011","Aurskog-Høland (1966-2019)",13841,60.3172451193059,57.4145534729879,28.4718425369054,19.7,14.7,13.5,10,16.9,2.3,2.9,1.7,51776
"245","0221","2012","Aurskog-Høland (1966-2019)",14471,60.4833355464082,56.861947382696,28.1314994968131,19.4,15.3,13.8,10.2,17.4,2.5,2.9,2.1,52040
"246","0221","2013","Aurskog-Høland (1966-2019)",15469,60.1139601139601,56.619793048554,27.9685452162516,20.1,14.5,14.2,10.3,18,2.5,2.9,2.1,52481
"247","0221","2014","Aurskog-Høland (1966-2019)",16306,59.6506884242733,56.3740856844305,27.8451612903226,19.4,14.3,14.8,10.9,18.9,3.1,3.5,2.7,53175
"248","0221","2015","Aurskog-Høland (1966-2019)",16786,59.8541980894922,56.6409266409266,27.9855017169019,19.3,14.6,15.2,11,19.5,3.2,3.4,3.1,51838
"249","0221","2016","Aurskog-Høland (1966-2019)",18398,59.4594594594595,56.3200815494394,27.7742867915043,19.2,15.4,15.5,11.1,20.1,3.5,3.7,3.3,51143
"250","0221","2017","Aurskog-Høland (1966-2019)",20383,59.4029120274073,56.2523469770935,27.8059646083405,18.7,15.7,15.7,10.8,20.7,3.7,3.8,3.5,51030
"251","0226","2008","Sørum (-2019)",16974,60.3211961788731,59.0561224489796,29.1827158764619,13.7,26.3,18.9,15.7,22.1,4.4,5.2,3.6,26181
"252","0226","2009","Sørum (-2019)",17215,60.8747200632328,59.039586450823,29.045643153527,13.7,26.7,19.7,16.3,23.1,4.6,5.4,3.8,29126
"253","0226","2010","Sørum (-2019)",18146,60.5858170606372,58.9980224126566,29.1170538096168,13.4,26.1,20,16.3,23.7,4.9,5.6,4.2,30746
"254","0226","2011","Sørum (-2019)",18673,60.5538074260541,58.5970804805581,28.917506056356,14.5,26,20.8,17,24.7,5.2,5.7,4.6,30609
"255","0226","2012","Sørum (-2019)",19892,60.7925178439577,58.4934086629002,28.9540737057983,14.2,25.5,21.2,17.4,25,5.5,6.1,4.9,34396
"256","0226","2013","Sørum (-2019)",21989,60.891029500301,58.1037478282452,28.6133349630263,14.8,24.9,21.9,17.9,25.8,5.7,6.2,5.3,37225
"257","0226","2014","Sørum (-2019)",23100,60.8051341890315,58.217537134643,28.7267998581393,14.8,25,22,17.8,26.3,6.4,6.9,5.9,38378
"258","0226","2015","Sørum (-2019)",24606,60.6057103225061,57.8454610097179,28.56223301539,14.6,25.2,22.5,18.1,27.1,6.8,7.1,6.5,39001
"259","0226","2016","Sørum (-2019)",26087,60.5420666290232,57.8365160689334,28.475606260391,14,25.7,22.9,18.6,27.4,6.7,6.9,6.5,31165
"260","0226","2017","Sørum (-2019)",28258,60.3742064817908,57.586921482846,28.3158788564959,13.9,26.1,23.2,18.8,27.8,7.2,7.2,7.2,31910
"261","0227","2008","Fet (-2019)",18455,61.23584343334,58.9858012170385,29.1879955836595,13.1,27.9,17.9,14.8,21.1,4.8,6.2,3.3,22833
"262","0227","2009","Fet (-2019)",17751,60.8644631331899,58.9136490250696,29.2040635171121,13.7,27.6,18.1,14.8,21.4,5.2,6.4,3.9,23048
"263","0227","2010","Fet (-2019)",18653,60.4759141033082,58.9859932925626,29.2049228364915,13.8,27.4,18.5,15.1,22,5.3,6.6,4,25675
"264","0227","2011","Fet (-2019)",18728,60.0987091875475,59.0741816773194,29.2397660818713,13.5,26.8,19.2,15.4,22.9,5.4,6.7,4.2,24526
"265","0227","2012","Fet (-2019)",19963,59.7599261311173,58.8370754173863,28.8537549407115,13.7,26.5,19.6,15.6,23.7,5.8,6.9,4.7,26138
"266","0227","2013","Fet (-2019)",21957,59.7111913357401,59.2599620493359,28.8899167437558,13.7,26.2,20.2,16.1,24.3,6,7,5.1,24648
"267","0227","2014","Fet (-2019)",21482,60.1909139119675,59.3210907067335,28.94641564084,13.5,26.4,20.3,16.4,24.5,6.6,7.5,5.8,25300
"268","0227","2015","Fet (-2019)",24183,59.7461311076335,58.7555066079295,28.5829091883204,13.3,27.1,20.3,16.1,24.7,7.1,7.7,6.4,25994
"269","0227","2016","Fet (-2019)",27711,59.5445985276494,58.8288451111513,28.617900474767,12.9,27.4,21.1,16.7,25.7,7.4,8,6.8,26321
"270","0227","2017","Fet (-2019)",29309,59.4708459723627,58.7795765877958,28.5936823885764,13,28.2,21.7,17,26.6,7.6,8.1,7.2,28134
"271","0228","2008","Rælingen (1929-2019)",21010,63.4689793195464,62.7149796507811,31.6106405505559,13.2,24.8,19.1,16.1,22,5.4,7.2,3.6,13067
"272","0228","2009","Rælingen (1929-2019)",20317,63.0656552445723,62.4886348876477,31.3522319973933,13,24.2,19.5,16.3,22.6,5.4,7,3.9,12663
"273","0228","2010","Rælingen (1929-2019)",22515,62.6863753213368,62.232748687748,31.1782438586364,13.5,23.9,20.1,16.7,23.4,5.7,7.1,4.2,13637
"274","0228","2011","Rælingen (1929-2019)",24237,62.0698380566802,61.8637724550898,31.1494974874372,14,24.5,20.6,17.2,23.9,5.9,7.3,4.6,13474
"275","0228","2012","Rælingen (1929-2019)",25956,61.567854061383,61.7599602829837,30.7730364873222,13.8,24.4,21.2,17.8,24.6,6.1,7.2,4.9,13750
"276","0228","2013","Rælingen (1929-2019)",27834,61.1515151515152,61.468788249694,30.584652862363,14.1,23.8,21.5,17.9,25,6.4,7.7,5.2,16130
"277","0228","2014","Rælingen (1929-2019)",28778,61.1624053030303,60.7322325915291,30.2034987504463,14.8,23.5,22,18.2,25.8,7.2,8.1,6.2,17863
"278","0228","2015","Rælingen (1929-2019)",31736,61.2093883685975,60.578725398313,30.0901949374454,14.5,23.6,22.6,18.3,26.8,7.5,8.4,6.6,19263
"279","0228","2016","Rælingen (1929-2019)",35944,60.9945255474453,60.2448602448602,29.932285091243,14.7,23.7,23.4,19,27.7,7.8,8.6,7,21655
"280","0228","2017","Rælingen (1929-2019)",37769,60.5572339711313,59.8544296599568,29.6841511562324,15.2,24.2,23.7,19.2,28.2,8,8.7,7.4,22984
"281","0229","2008","Enebakk (-2019)",16046,62.6393312101911,61.1008420620251,30.0717679167088,14.1,24,15.2,12.7,17.8,3.1,3.7,2.4,27584
"282","0229","2009","Enebakk (-2019)",15632,62.2036533229693,60.7948871579788,29.9812863193145,14,23.7,15.9,13.2,18.7,3.1,3.8,2.4,27430
"283","0229","2010","Enebakk (-2019)",16594,61.88358151228,60.3396603396603,29.6776729559748,14.1,23.7,16.2,13.3,19.1,3.2,3.8,2.7,29888
"284","0229","2011","Enebakk (-2019)",17757,61.2303564584132,59.9722442505948,29.4776846618593,14.8,22.9,16.5,13.4,19.7,3.3,3.8,2.8,30990
"285","0229","2012","Enebakk (-2019)",18487,60.5657549644061,59.3513303554088,29.1408410412892,14.4,22.5,16.9,13.4,20.5,3.5,3.9,3.1,32621
"286","0229","2013","Enebakk (-2019)",19865,60.6923506420994,58.974358974359,28.967803030303,14.8,21.5,17.3,13.6,21.1,3.5,3.8,3.1,34918
"287","0229","2014","Enebakk (-2019)",20882,60.0334137739001,58.6371444932239,28.910220214568,14.9,21.1,18,14.2,21.9,4.2,4.5,3.9,35581
"288","0229","2015","Enebakk (-2019)",21239,59.7703244622676,58.5703450891164,28.7081784386617,15,21.6,18.3,14.2,22.6,4.4,4.5,4.2,38861
"289","0229","2016","Enebakk (-2019)",24407,60.1087941976428,58.1325863678805,28.6384544618215,14.8,22.1,18.7,14.8,22.7,4.8,4.8,4.9,41651
"290","0229","2017","Enebakk (-2019)",26170,60.290426676228,58.3660497289213,28.5714285714286,14.5,21.2,19,15.1,23.1,4.9,4.9,4.9,43099
"291","0230","2008","Lørenskog (1908-2019)",24813,61.2133047751039,60.7735152387509,30.4869243085424,14.2,28,21.4,18.9,23.8,6,7.7,4.4,87036
"292","0230","2009","Lørenskog (1908-2019)",24802,60.7049770386,60.6758927468182,30.405572755418,15,27.5,21.7,18.9,24.4,6.2,8,4.5,92541
"293","0230","2010","Lørenskog (1908-2019)",25700,60.63021088769,60.4763064928737,30.3360831041858,15.3,26.9,22.1,19.2,24.9,6.5,8.1,4.9,100190
"294","0230","2011","Lørenskog (1908-2019)",28375,60.3688843643332,60.1180083087483,29.9777831151675,15.4,26.9,22.4,19.4,25.3,6.8,8.3,5.4,99081
"295","0230","2012","Lørenskog (1908-2019)",28776,60.3884985534628,59.6470307655616,29.6775341896823,15.4,26.8,23.1,20,26.1,7.1,8.5,5.7,104195
"296","0230","2013","Lørenskog (1908-2019)",29520,60.4211257013941,59.196853167381,29.3793706293706,15.9,26.1,23.4,20.3,26.3,7.3,8.6,6.1,104770
"297","0230","2014","Lørenskog (1908-2019)",30960,60.2052516913198,58.9046653144016,29.2935988702193,16.2,25.9,23.7,20.7,26.7,7.9,9,6.7,105482
"298","0230","2015","Lørenskog (1908-2019)",33859,59.953690630824,58.6106011932079,29.0759554910498,15.7,25.7,24.1,20.7,27.5,8.4,9.6,7.3,109704
"299","0230","2016","Lørenskog (1908-2019)",38289,60.0666375355036,58.9424141749723,29.2702375714914,15.8,25.5,24.5,20.9,28.1,8.8,9.8,7.8,108000
"300","0230","2017","Lørenskog (1908-2019)",40640,60.348203418532,59.3278945377924,29.3562530075389,15.7,25.3,24.9,21.1,28.8,9.3,10.1,8.5,117596
"301","0231","2008","Skedsmo (-2019)",22848,61.048902108302,59.3239993128328,29.9332553200711,15.5,24.3,20.1,17.9,22.2,5.8,7.7,4,114090
"302","0231","2009","Skedsmo (-2019)",23248,61.153530908934,59.1348405500915,29.761292534499,15.7,24,20.3,18,22.5,6.1,7.9,4.3,111146
"303","0231","2010","Skedsmo (-2019)",24708,60.9883622870636,58.9453076186112,29.6523688787377,16,23.5,20.6,18.2,23,6.3,8.1,4.6,107832
"304","0231","2011","Skedsmo (-2019)",26310,61.0824848509831,58.9433715755522,29.6131440761405,16.6,23.3,21,18.4,23.4,6.6,8.3,5,109010
"305","0231","2012","Skedsmo (-2019)",26846,61.1871227364185,58.3628461043142,29.1802487021611,16.2,23.6,21.3,18.5,23.9,7,8.5,5.5,113561
"306","0231","2013","Skedsmo (-2019)",28136,61.1330906789049,58.3940449794108,29.1854666350036,16.9,23,21.6,18.7,24.4,7.2,8.6,5.8,118721
"307","0231","2014","Skedsmo (-2019)",29605,61.0219892010329,58.5602809207959,29.3213253106197,16.7,22.9,21.9,19,24.8,7.7,9.1,6.4,122526
"308","0231","2015","Skedsmo (-2019)",32396,60.8456594129947,58.4655778215375,29.2740454325761,16.7,22.8,22.2,19.2,25.2,8.1,9.3,6.9,127070
"309","0231","2016","Skedsmo (-2019)",35002,60.8597974259386,58.1645087585682,29.0811469479456,16.5,23.5,22.6,19.5,25.6,8.5,9.6,7.4,128738
"310","0231","2017","Skedsmo (-2019)",37540,60.9776242679081,58.2807807807808,29.142578271642,16.5,23.5,23.3,20,26.6,8.8,9.8,7.8,129182
"311","0233","2008","Nittedal (-2019)",20394,59.8273638257764,59.0842094919917,29.6850315955766,12.6,29.9,21.1,18,24.1,6.8,8.6,5.1,36041
"312","0233","2009","Nittedal (-2019)",20134,59.6470588235294,58.4934814099469,29.4672828995378,12.8,29.6,21.4,18,24.7,7.1,8.8,5.5,35818
"313","0233","2010","Nittedal (-2019)",22363,59.1809267448568,57.9861440637753,29.1799990448445,12.8,29.4,21.6,18.2,25,7.2,8.8,5.7,37241
"314","0233","2011","Nittedal (-2019)",22182,58.663625130691,57.7696354753852,29.0526813134893,12.9,29.3,21.9,18.3,25.4,7.6,9.1,6.1,39580
"315","0233","2012","Nittedal (-2019)",23723,59.1387827383726,57.7156177156177,28.8524284515708,12.6,29.7,22.7,18.9,26.4,8.1,9.4,6.8,40946
"316","0233","2013","Nittedal (-2019)",25777,59.6550158874262,57.7948156261409,28.8198079286332,13.5,29.4,23.2,19.1,27.2,8.5,9.5,7.4,43227
"317","0233","2014","Nittedal (-2019)",26462,59.4683499288762,57.5648738439436,28.6397140942595,13.4,28.9,23.5,19.6,27.4,9.1,9.9,8.3,45959
"318","0233","2015","Nittedal (-2019)",27935,59.4398249452954,57.592412020211,28.613582313045,13.5,29.8,24,20.1,27.9,9.5,10.2,8.8,47427
"319","0233","2016","Nittedal (-2019)",30785,59.3856357448294,57.2468854184945,28.5470534190839,12.8,30.4,24.7,20.7,28.8,10.1,10.8,9.4,52861
"320","0233","2017","Nittedal (-2019)",33251,59.5942228335626,57.4130040583715,28.6434325593417,12.8,30.6,25.3,21.1,29.4,10.5,11.2,9.8,61408
"321","0234","2008","Gjerdrum (-2019)",16791,58.4341637010676,59.0052750565185,28.6603221083455,11.3,32.4,20.4,17.4,23.5,5.1,5.7,4.4,29115
"322","0234","2009","Gjerdrum (-2019)",18240,58.7223587223587,58.9771891096394,28.7946829531166,14,31.8,20.7,17.3,24.2,5.3,5.8,4.7,31104
"323","0234","2010","Gjerdrum (-2019)",18408,59.0457256461233,58.08062789868,27.9677031437897,15.2,31.4,21.1,17.4,24.9,5.5,6,4.9,29914
"324","0234","2011","Gjerdrum (-2019)",19898,59.0675241157556,58.5416666666667,28.1469115191987,14.5,31.3,21.5,17.6,25.4,5.5,6,4.9,30202
"325","0234","2012","Gjerdrum (-2019)",19675,59.2834890965732,58.2936777702243,27.8771131339402,13.3,31.9,21.4,17.1,25.8,5.7,6.3,5,29419
"326","0234","2013","Gjerdrum (-2019)",22092,59.6248462484625,57.6029216467464,27.6979565772669,14.1,30.7,21.7,17,26.5,5.9,6.4,5.3,29176
